scorer,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000,DLC_resnet50_facial_directionDec27shuffle1_500000
bodyparts,Amount,Amount,Amount,Nose,Nose,Nose,Right eye,Right eye,Right eye,Right corner of eye,Right corner of eye,Right corner of eye,Left eye,Left eye,Left eye,Left corner of eye,Left corner of eye,Left corner of eye,Mouth,Mouth,Mouth,Right corner of mouth,Right corner of mouth,Right corner of mouth,Left corner of mouth,Left corner of mouth,Left corner of mouth
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,169.142333984375,216.2230682373047,1.0,162.6000213623047,243.16421508789062,1.0,144.7221221923828,230.65345764160156,1.0,129.56915283203125,226.58726501464844,1.0,198.1506805419922,232.52439880371094,1.0,213.8577423095703,230.2187957763672,1.0,162.05075073242188,265.3192443847656,1.0,131.98826599121094,274.0093994140625,1.0,197.7877197265625,277.65374755859375,1.0
1,168.669189453125,216.3960418701172,1.0,162.815185546875,243.24281311035156,1.0,144.6266326904297,230.7193603515625,1.0,129.3899383544922,226.595947265625,1.0,198.09820556640625,232.47134399414062,1.0,213.86679077148438,230.13870239257812,1.0,161.8154754638672,264.6507263183594,1.0,132.47789001464844,274.6210021972656,1.0,198.1149139404297,277.63433837890625,1.0
2,168.5113067626953,216.63360595703125,1.0,162.7598419189453,243.28089904785156,1.0,144.5552978515625,231.08786010742188,1.0,129.2664794921875,226.53494262695312,1.0,198.1854248046875,232.6344451904297,1.0,213.9836883544922,230.29592895507812,1.0,161.7923126220703,264.9473876953125,1.0,132.30133056640625,275.21466064453125,1.0,198.04998779296875,277.5901794433594,1.0
3,168.29489135742188,216.71522521972656,1.0,162.64881896972656,243.6666717529297,1.0,144.38565063476562,231.4182891845703,1.0,129.03541564941406,227.00714111328125,1.0,198.1116485595703,232.69134521484375,1.0,213.8914337158203,230.26657104492188,1.0,161.64634704589844,264.83685302734375,1.0,132.3307342529297,275.429931640625,1.0,198.04171752929688,277.76513671875,1.0
4,168.40707397460938,216.88389587402344,1.0,162.6561737060547,243.88880920410156,1.0,144.4818572998047,231.69357299804688,1.0,129.085693359375,226.95590209960938,1.0,198.0937957763672,232.7499237060547,1.0,213.66690063476562,229.89047241210938,1.0,161.39915466308594,265.0246887207031,1.0,132.2786865234375,275.49407958984375,1.0,198.1185302734375,277.7830505371094,1.0
5,168.88526916503906,216.98751831054688,1.0,162.84896850585938,244.0238800048828,1.0,144.62802124023438,231.1012725830078,1.0,129.23675537109375,227.03245544433594,1.0,197.85086059570312,232.40293884277344,1.0,213.5353546142578,230.06993103027344,1.0,161.43655395507812,265.3933410644531,1.0,132.2903289794922,275.2934875488281,1.0,198.393798828125,277.5295104980469,1.0
6,168.6881561279297,217.04638671875,1.0,162.50360107421875,244.06854248046875,1.0,144.49386596679688,230.6319122314453,1.0,129.1162567138672,227.0034942626953,1.0,197.8035888671875,232.27149963378906,1.0,213.72113037109375,230.0387420654297,1.0,161.45982360839844,265.2284240722656,1.0,132.27696228027344,275.30810546875,1.0,198.32664489746094,277.6501770019531,1.0
7,168.6854248046875,217.00057983398438,1.0,162.39013671875,244.0891571044922,1.0,144.46446228027344,230.57000732421875,1.0,128.89425659179688,227.2873077392578,1.0,197.9099884033203,232.11978149414062,1.0,213.7584228515625,230.0048828125,1.0,161.6513671875,265.087158203125,1.0,132.33929443359375,275.50177001953125,1.0,198.3787841796875,277.702880859375,1.0
8,168.86729431152344,217.30331420898438,1.0,162.72828674316406,244.25839233398438,1.0,144.59765625,230.7991943359375,1.0,129.15789794921875,227.27503967285156,1.0,198.02703857421875,232.08877563476562,1.0,213.88368225097656,230.0979461669922,1.0,161.72889709472656,265.4675598144531,1.0,132.30108642578125,275.42669677734375,1.0,198.49261474609375,277.6077575683594,1.0
9,169.16270446777344,217.2628173828125,1.0,163.00064086914062,244.14183044433594,1.0,144.86634826660156,231.04962158203125,1.0,129.0025177001953,227.45372009277344,1.0,198.12185668945312,232.0229034423828,1.0,214.04298400878906,230.15281677246094,1.0,161.95960998535156,265.7988586425781,1.0,132.4550323486328,275.3375549316406,1.0,199.2713165283203,277.9961242675781,1.0
10,170.03515625,217.2328338623047,1.0,163.96139526367188,244.2415771484375,1.0,145.6832275390625,230.8754425048828,1.0,129.42559814453125,227.5042266845703,1.0,198.63795471191406,231.82188415527344,1.0,214.4997100830078,230.001708984375,1.0,162.63035583496094,265.9332580566406,1.0,133.0684356689453,275.6070556640625,1.0,200.11767578125,278.0515441894531,1.0
