103000, 0.00349, 0.02
104000, 0.00364, 0.02
105000, 0.00360, 0.02
106000, 0.00369, 0.02
107000, 0.00358, 0.02
108000, 0.00351, 0.02
109000, 0.00358, 0.02
110000, 0.00348, 0.02
111000, 0.00360, 0.02
112000, 0.00357, 0.02
113000, 0.00359, 0.02
114000, 0.00357, 0.02
115000, 0.00343, 0.02
116000, 0.00348, 0.02
117000, 0.00355, 0.02
118000, 0.00333, 0.02
119000, 0.00351, 0.02
120000, 0.00343, 0.02
121000, 0.00339, 0.02
122000, 0.00338, 0.02
123000, 0.00345, 0.02
124000, 0.00344, 0.02
125000, 0.00337, 0.02
126000, 0.00334, 0.02
127000, 0.00335, 0.02
128000, 0.00332, 0.02
129000, 0.00338, 0.02
130000, 0.00326, 0.02
131000, 0.00335, 0.02
132000, 0.00330, 0.02
133000, 0.00332, 0.02
134000, 0.00324, 0.02
135000, 0.00328, 0.02
136000, 0.00324, 0.02
137000, 0.00325, 0.02
138000, 0.00323, 0.02
139000, 0.00330, 0.02
140000, 0.00331, 0.02
141000, 0.00325, 0.02
142000, 0.00328, 0.02
143000, 0.00324, 0.02
144000, 0.00326, 0.02
145000, 0.00332, 0.02
146000, 0.00325, 0.02
147000, 0.00324, 0.02
148000, 0.00311, 0.02
149000, 0.00312, 0.02
150000, 0.00311, 0.02
151000, 0.00319, 0.02
152000, 0.00315, 0.02
153000, 0.00325, 0.02
154000, 0.00318, 0.02
155000, 0.00320, 0.02
156000, 0.00311, 0.02
157000, 0.00318, 0.02
158000, 0.00323, 0.02
159000, 0.00309, 0.02
160000, 0.00310, 0.02
161000, 0.00312, 0.02
162000, 0.00315, 0.02
163000, 0.00319, 0.02
164000, 0.00309, 0.02
165000, 0.00304, 0.02
166000, 0.00307, 0.02
167000, 0.00309, 0.02
168000, 0.00307, 0.02
169000, 0.00307, 0.02
170000, 0.00313, 0.02
171000, 0.00301, 0.02
172000, 0.00312, 0.02
173000, 0.00300, 0.02
174000, 0.00296, 0.02
175000, 0.00310, 0.02
176000, 0.00297, 0.02
177000, 0.00307, 0.02
178000, 0.00304, 0.02
179000, 0.00310, 0.02
180000, 0.00298, 0.02
181000, 0.00299, 0.02
182000, 0.00305, 0.02
183000, 0.00298, 0.02
184000, 0.00293, 0.02
185000, 0.00300, 0.02
186000, 0.00298, 0.02
187000, 0.00293, 0.02
188000, 0.00297, 0.02
189000, 0.00291, 0.02
190000, 0.00295, 0.02
191000, 0.00290, 0.02
192000, 0.00297, 0.02
193000, 0.00299, 0.02
194000, 0.00297, 0.02
195000, 0.00286, 0.02
196000, 0.00295, 0.02
197000, 0.00283, 0.02
198000, 0.00295, 0.02
199000, 0.00283, 0.02
200000, 0.00282, 0.02
201000, 0.00288, 0.02
202000, 0.00279, 0.02
203000, 0.00288, 0.02
204000, 0.00293, 0.02
205000, 0.00295, 0.02
206000, 0.00286, 0.02
207000, 0.00285, 0.02
208000, 0.00287, 0.02
209000, 0.00290, 0.02
210000, 0.00288, 0.02
211000, 0.00290, 0.02
212000, 0.00284, 0.02
213000, 0.00287, 0.02
214000, 0.00280, 0.02
215000, 0.00285, 0.02
216000, 0.00288, 0.02
217000, 0.00279, 0.02
218000, 0.00292, 0.02
219000, 0.00278, 0.02
220000, 0.00289, 0.02
221000, 0.00283, 0.02
222000, 0.00285, 0.02
223000, 0.00280, 0.02
224000, 0.00293, 0.02
225000, 0.00283, 0.02
226000, 0.00277, 0.02
227000, 0.00284, 0.02
228000, 0.00275, 0.02
229000, 0.00285, 0.02
230000, 0.00282, 0.02
231000, 0.00284, 0.02
232000, 0.00273, 0.02
233000, 0.00277, 0.02
234000, 0.00279, 0.02
235000, 0.00275, 0.02
236000, 0.00282, 0.02
237000, 0.00291, 0.02
238000, 0.00272, 0.02
239000, 0.00273, 0.02
240000, 0.00262, 0.02
241000, 0.00266, 0.02
242000, 0.00278, 0.02
243000, 0.00277, 0.02
244000, 0.00277, 0.02
245000, 0.00281, 0.02
246000, 0.00269, 0.02
247000, 0.00276, 0.02
248000, 0.00277, 0.02
249000, 0.00268, 0.02
250000, 0.00271, 0.02
251000, 0.00268, 0.02
252000, 0.00268, 0.02
253000, 0.00272, 0.02
254000, 0.00275, 0.02
255000, 0.00269, 0.02
256000, 0.00268, 0.02
257000, 0.00274, 0.02
258000, 0.00268, 0.02
259000, 0.00276, 0.02
260000, 0.00266, 0.02
261000, 0.00263, 0.02
262000, 0.00262, 0.02
263000, 0.00273, 0.02
264000, 0.00263, 0.02
265000, 0.00268, 0.02
266000, 0.00270, 0.02
267000, 0.00266, 0.02
268000, 0.00264, 0.02
269000, 0.00265, 0.02
270000, 0.00268, 0.02
271000, 0.00259, 0.02
272000, 0.00263, 0.02
273000, 0.00271, 0.02
274000, 0.00275, 0.02
275000, 0.00268, 0.02
276000, 0.00264, 0.02
277000, 0.00268, 0.02
278000, 0.00261, 0.02
279000, 0.00257, 0.02
280000, 0.00263, 0.02
281000, 0.00256, 0.02
282000, 0.00264, 0.02
283000, 0.00260, 0.02
284000, 0.00260, 0.02
285000, 0.00265, 0.02
286000, 0.00257, 0.02
287000, 0.00260, 0.02
288000, 0.00261, 0.02
289000, 0.00263, 0.02
290000, 0.00258, 0.02
291000, 0.00254, 0.02
292000, 0.00270, 0.02
293000, 0.00257, 0.02
294000, 0.00257, 0.02
295000, 0.00270, 0.02
296000, 0.00261, 0.02
297000, 0.00256, 0.02
298000, 0.00251, 0.02
299000, 0.00257, 0.02
300000, 0.00254, 0.02
301000, 0.00256, 0.02
302000, 0.00267, 0.02
303000, 0.00258, 0.02
304000, 0.00252, 0.02
305000, 0.00248, 0.02
306000, 0.00265, 0.02
307000, 0.00251, 0.02
308000, 0.00253, 0.02
309000, 0.00251, 0.02
310000, 0.00254, 0.02
311000, 0.00258, 0.02
312000, 0.00250, 0.02
313000, 0.00256, 0.02
314000, 0.00250, 0.02
315000, 0.00257, 0.02
316000, 0.00254, 0.02
317000, 0.00255, 0.02
318000, 0.00250, 0.02
319000, 0.00255, 0.02
320000, 0.00257, 0.02
321000, 0.00245, 0.02
322000, 0.00250, 0.02
323000, 0.00250, 0.02
324000, 0.00252, 0.02
325000, 0.00255, 0.02
326000, 0.00248, 0.02
327000, 0.00250, 0.02
328000, 0.00246, 0.02
329000, 0.00250, 0.02
330000, 0.00243, 0.02
331000, 0.00252, 0.02
332000, 0.00244, 0.02
333000, 0.00249, 0.02
334000, 0.00245, 0.02
335000, 0.00261, 0.02
336000, 0.00249, 0.02
337000, 0.00245, 0.02
338000, 0.00250, 0.02
339000, 0.00253, 0.02
340000, 0.00248, 0.02
341000, 0.00253, 0.02
342000, 0.00243, 0.02
343000, 0.00251, 0.02
344000, 0.00246, 0.02
345000, 0.00249, 0.02
346000, 0.00242, 0.02
347000, 0.00240, 0.02
348000, 0.00238, 0.02
349000, 0.00243, 0.02
350000, 0.00242, 0.02
351000, 0.00275, 0.02
352000, 0.00246, 0.02
353000, 0.00248, 0.02
354000, 0.00247, 0.02
355000, 0.00241, 0.02
356000, 0.00244, 0.02
357000, 0.00239, 0.02
358000, 0.00249, 0.02
359000, 0.00247, 0.02
360000, 0.00251, 0.02
361000, 0.00241, 0.02
362000, 0.00243, 0.02
363000, 0.00246, 0.02
364000, 0.00246, 0.02
365000, 0.00232, 0.02
366000, 0.00243, 0.02
367000, 0.00240, 0.02
368000, 0.00242, 0.02
369000, 0.00239, 0.02
370000, 0.00243, 0.02
371000, 0.00247, 0.02
372000, 0.00243, 0.02
373000, 0.00246, 0.02
374000, 0.00243, 0.02
375000, 0.00236, 0.02
376000, 0.00248, 0.02
377000, 0.00236, 0.02
378000, 0.00239, 0.02
379000, 0.00234, 0.02
380000, 0.00234, 0.02
381000, 0.00240, 0.02
382000, 0.00238, 0.02
383000, 0.00239, 0.02
384000, 0.00246, 0.02
385000, 0.00240, 0.02
386000, 0.00244, 0.02
387000, 0.00234, 0.02
388000, 0.00239, 0.02
389000, 0.00245, 0.02
390000, 0.00236, 0.02
391000, 0.00242, 0.02
392000, 0.00238, 0.02
393000, 0.00232, 0.02
394000, 0.00227, 0.02
395000, 0.00237, 0.02
396000, 0.00236, 0.02
397000, 0.00243, 0.02
398000, 0.00238, 0.02
399000, 0.00234, 0.02
400000, 0.00228, 0.02
401000, 0.00235, 0.02
402000, 0.00231, 0.02
403000, 0.00234, 0.02
404000, 0.00241, 0.02
405000, 0.00232, 0.02
406000, 0.00231, 0.02
407000, 0.00234, 0.02
408000, 0.00237, 0.02
409000, 0.00229, 0.02
410000, 0.00242, 0.02
411000, 0.00237, 0.02
412000, 0.00236, 0.02
413000, 0.00233, 0.02
414000, 0.00236, 0.02
415000, 0.00242, 0.02
416000, 0.00228, 0.02
417000, 0.00240, 0.02
418000, 0.00236, 0.02
419000, 0.00230, 0.02
420000, 0.00230, 0.02
421000, 0.00235, 0.02
422000, 0.00244, 0.02
423000, 0.00230, 0.02
424000, 0.00226, 0.02
425000, 0.00240, 0.02
426000, 0.00239, 0.02
427000, 0.00232, 0.02
428000, 0.00229, 0.02
429000, 0.00228, 0.02
430000, 0.00235, 0.02
431000, 0.00212, 0.002
432000, 0.00206, 0.002
433000, 0.00201, 0.002
434000, 0.00201, 0.002
435000, 0.00198, 0.002
436000, 0.00206, 0.002
437000, 0.00201, 0.002
438000, 0.00198, 0.002
439000, 0.00197, 0.002
440000, 0.00197, 0.002
441000, 0.00199, 0.002
442000, 0.00193, 0.002
443000, 0.00192, 0.002
444000, 0.00198, 0.002
445000, 0.00195, 0.002
446000, 0.00191, 0.002
447000, 0.00200, 0.002
448000, 0.00200, 0.002
449000, 0.00191, 0.002
450000, 0.00202, 0.002
451000, 0.00191, 0.002
452000, 0.00196, 0.002
453000, 0.00193, 0.002
454000, 0.00196, 0.002
455000, 0.00195, 0.002
456000, 0.00193, 0.002
457000, 0.00192, 0.002
458000, 0.00196, 0.002
459000, 0.00192, 0.002
460000, 0.00195, 0.002
461000, 0.00197, 0.002
462000, 0.00198, 0.002
463000, 0.00192, 0.002
464000, 0.00196, 0.002
465000, 0.00194, 0.002
466000, 0.00186, 0.002
467000, 0.00184, 0.002
468000, 0.00191, 0.002
469000, 0.00193, 0.002
470000, 0.00195, 0.002
471000, 0.00189, 0.002
472000, 0.00191, 0.002
473000, 0.00198, 0.002
474000, 0.00195, 0.002
475000, 0.00193, 0.002
476000, 0.00188, 0.002
477000, 0.00191, 0.002
478000, 0.00191, 0.002
479000, 0.00191, 0.002
480000, 0.00194, 0.002
481000, 0.00192, 0.002
482000, 0.00199, 0.002
483000, 0.00196, 0.002
484000, 0.00196, 0.002
485000, 0.00192, 0.002
486000, 0.00191, 0.002
487000, 0.00193, 0.002
488000, 0.00192, 0.002
489000, 0.00192, 0.002
490000, 0.00188, 0.002
491000, 0.00192, 0.002
492000, 0.00190, 0.002
493000, 0.00190, 0.002
494000, 0.00188, 0.002
495000, 0.00193, 0.002
496000, 0.00188, 0.002
497000, 0.00185, 0.002
498000, 0.00200, 0.002
499000, 0.00186, 0.002
500000, 0.00192, 0.002
